genres,id,keywords,original_language,production_companies,title,cast,index
  Drama  Thriller,9813,  depression  christmas party  deaf-mute  daughter  high school sports  blood splatter  independent film  mother daughter relationship  incest  woman director,en, Destination Films,The Quiet,  Elisha Cuthbert  Camilla Belle  Edie Falco  Martin Donovan  Shawn Ashmore,4436
  Drama,60421,  sexual identity  lesbian relationship  homosexuality  woman director,fa, A Space Between  Marakesh Films  Bago Pictures,Circumstance,  Nikohl Boosheri  Sarah Kazemy  Reza Sixo Safai  Soheil Parsa  Nasrin Pakkho,4437
  Drama,157354,  police brutality  based on true story  racism  docudrama  day in a life,en, Forest Whitaker's Significant Productions  OG Project,Fruitvale Station,  Michael B. Jordan  Octavia Spencer  Melonie Diaz  Ahna O'Reilly  Kevin Durand,4438
  Comedy  Fantasy  Thriller,127867,  fantasy  based on comic book  money  magical object  woman director,en, Laundry Films,The Brass Teapot,  Juno Temple  Michael Angarano  Alexis Bledel  Billy Magnussen  Alia Shawkat,4439
  Animation  Drama  Family,3170,  forest  coming of age  best friend  loss of loved one,en, Walt Disney Productions,Bambi,  Donnie Dunagan  Peter Behn  Stan Alexander  Cammie King  Will Wright,4440
  Comedy,14014,  transporter  sport  independent film,en, Bentley Filmgroup  Eden Wurmfeld Films  Hammer The Movie,The Hammer,  Adam Carolla  Oswaldo Castillo  Harold House Moore  Christopher Darga  Jonathan Hernandez,4441
  Drama  Comedy  Romance,15708,  gay  coming out  religion  mormon,en, TLA Releasing,Latter Days,  Steve Sandvoss  Wes Ramsey  Jacqueline Bisset  Joseph Gordon-Levitt  Rebekah Johnson,4442
  Drama,146882,  france  caribbean islands  caribbean  woman director,fr, France T\u00e9l\u00e9vision  Aztec Musique  Canal Plus Overseas,Elza,  Stana Roumillac  Vincent Byrd Le Sage  Christophe Cherki,4443
  Drama,215918,  drug addiction  father daughter relationship  semi autobiographical,en, ],1982,  Bokeem Woodbine  Sharon Leal  Wayne Brady  Quinton Aaron  Hill Harper,4444
  Comedy,84200,  crude humor  best friend  phone sex  innuendo  dirty joke,en, AdScott Pictures,"For a Good Time, Call...",  Ari Graynor  Lauren Miller  Mark Webber  Justin Long  Mimi Rogers,4445
  Comedy  Drama  Romance,84184,  relationship problems  male female relationship  divorce  best friends in love,en, Team Todd,Celeste & Jesse Forever,  Rashida Jones  Andy Samberg  Elijah Wood  Emma Roberts  Ari Graynor,4446
  Comedy  Drama  Family  Science Fiction,45767,  time travel  time machine  christian film,en, Christiano Film Group,Time Changer,  D. David Morin  Gavin MacLeod  Hal Linden  Jennifer O'Neill  Paul Rodr\u00edguez,4447
  Crime  Drama  Thriller,14823,  suspense,en, Steel Mill Pictures  LTB Films Limited  Wellington Films,London to Brighton,  Georgia Groome  Johnny Harris  Sam Spruell  Lorraine Stanley  Alexander Morton,4448
  Action  Comedy  Science Fiction,367551,,en, Screen Media Films  Vertigo Films  Protagonist Pictures,American Hero,  Stephen Dorff  Eddie Griffin  Bill Billions  Jonathan Billions,4449
  Thriller  Mystery,343409,  woman director,en, Absinthe Productions,Windsor Drive,  Samaire Armstrong  Anna Gurji  Matt Cohen  Kyan DuBois,4450
  Drama,60243,  emigration  class  money  maid  divorce  iran  caregiver  alzheimer's disease  marital separation  iranian,fa, Asghar Farhadi Productions  Dreamlab Films  MPA APSA Academy Film Fund,A Separation,  Leila Hatami  Kimia Hosseini  Merila Zarei  \u067e\u06cc\u0645\u0627\u0646 \u0645\u0639\u0627\u062f\u06cc  Sareh Bayat,4451
  Comedy  Drama  Thriller,57294,  kidnapping  stand-up comedy  dark comedy  night club  landlord  alcoholic  stand-up comedian  dark humor  swearing,en, Scottish Screen  EM Media  BBC Scotland  Synchronicity Films  Wellington Films,Crying with Laughter,  Stephen McCole  Malcolm Shields  Andrew Neil  Jo Hartley,4452
  Comedy  Drama,11446,  parents kids relationship  sister sister relationship  mockery  ugliness  independent film  little girl  school life,en, ],Welcome to the Dollhouse,  Heather Matarazzo  Victoria Davis  Christina Brucato  Christina Vidal  Siri Howard,4453
  Drama  Romance,47889,  independent film,en, Ruby in Paradise  Full Crew/Say Yea,Ruby in Paradise,  Ashley Judd  Todd Field  Bentley Mitchum  Dorothy Lyman  Allison Dean,4454
  Drama  Romance,25461,  independent film,en, ],Raising Victor Vargas,  Victor Rasuk  Judy Marte  Melonie Diaz  Altagracia Guzman  Silvestre Rasuk,4455
  Drama  Thriller  Romance,905,  london england  casino  irony  forbidden love  loss of husband  reward  silent film,de, Nero Films,Pandora's Box,  Louise Brooks  Fritz Kortner  Francis Lederer  Carl Goetz  Krafft-Raschig,4456
,279759,,en, ],Harrison Montgomery,,4457
  Drama  Foreign,78705,,en, Libido Cine  Aquafilms  Filmanova,Live-In Maid,  Norma Aleandro  Norma Argentina   Marcos Mundstock  Claudia Lapac\u00f3  Elsa Berenguer,4458
  Action  Drama  Mystery  Thriller,25212,  diner  judgment call,en, Battleplan Productions  TF1 International  Moonstone Entertainment,Deterrence,  Kevin Pollak  Timothy Hutton  Sheryl Lee Ralph  Clotilde Courau  Sean Astin,4459
  Drama,26899,  chicken  bullying  rape of a male  misfit  homosexuality  independent film  coming of age  gay sex,en, ],The Mudge Boy,  Emile Hirsch  Tom Guiry  Richard Jenkins  Pablo Schreiber  Zachary Knighton,4460
  Drama,146269,  woman director,en, ],The Young Unknowns,  Devon Gummersall  Arly Jover  Eion Bailey  Leslie Bibb  Dale Godboldo,4461
  Comedy,292483,  sex  thanksgiving  friendship  high school  love  coming of age  wild party,en, Steeltown Entertainment  Point Park University  Shaderville,Not Cool,  Shane Dawson  Cherami Leigh  Drew Monson  Michelle Veintimilla  Lisa Schwartz,4462
  Horror  Comedy,14451,  norway  undead  zombie  wintry,no, Euforia Film  FilmCamp  Miho Film  Barentsfilm  Yellow Bastard Production  News On Request (NOR)  Zwart Arbeid,Dead Snow,  Charlotte Frogner  Stig Frode Henriksen  Vegar Hoel  Jeppe Beck Laursen  Evy Kasseth R\u00f8sten,4463
  Action  Adventure  Drama  History  War,10105,  winter  belgium  world war ii  nazis  bravery  ardennen  slaughter  nazi germany  soldier,en, Excel Entertainment,Saints and Soldiers,  Larry Bagby  Alexander Polinsky  Kirby Heyborne  Corbin Allred  Ethan Vincent,4464
  Horror  Science Fiction,211557,,en, Baker's Dozen Productions,Vessel,  Brandon Bales  Brandy Maasch  Julie Mintz  Walter Phelan  Taylor Pigeon,4465
  Comedy  Drama,838,  farewell  rock and roll  robbery  love at first sight  car race  radio station  car breakdown  vandalism  radio  radio presenter  airplane  car  child,en, Lucasfilm  Universal Pictures  The Coppola Company,American Graffiti,  Richard Dreyfuss  Ron Howard  Paul Le Mat  Charles Martin Smith  Cindy Williams,4466
  Documentary,40862,,en, ],Iraq for Sale: The War Profiteers,  Shereef Akeel,4467
  Animation  Comedy,13158,  africa  blood splatter  surrealism  blood  robot  adult animation,en, Warner Bros.  Williams Street  First Look Pictures  Cartoon Network,Aqua Teen Hunger Force Colon Movie Film for Theaters,  Dana Snyder  Carey Means  Dave Willis  Andy Merrill  Bruce Campbell,4468
  Comedy  Romance  Science Fiction  Drama,84332,  time travel,en, Duplass Brothers Productions  Big Beach Films,Safety Not Guaranteed,  Aubrey Plaza  Mark Duplass  Jake Johnson  Karan Soni  Jenica Bergere,4469
  Comedy  Documentary,74510,  stand-up comedy,en, Comedy Central Films  Codeblack Entertainment  Hartbeat Productions,Kevin Hart: Laugh at My Pain,  Kevin Hart  Na'im Lynn,4470
  Horror  Thriller  Crime,74725,  hotel  wife husband relationship  hitman  infection  forest  cult  priest  murderer  brutality  bonfire  ceremony  ex soldier  ritual sacrifice  contract killer  video tape  folk horror  mumblegore,en, Rook Films  Warp X,Kill List,  Neil Maskell  MyAnna Buring  Harry Simpson  Michael Smiley  Struan Rodger,4471
  Horror  Thriller,58428,  anti terror  terror  beer  supernatural  towel  inn  phone  whispering  casa encantada  mumblegore,en, Glass Eye Pix  Dark Sky Films,The Innkeepers,  Sara Paxton  Pat Healy  Kelly McGillis  George Riddle  Lena Dunham,4472
  Drama,8416,  paris  italy  assassin  fascism  benito mussolini,it, Paramount Pictures  Mars Films  Marianne Productions  Maran Film,The Conformist,  Jean-Louis Trintignant  Stefania Sandrelli  Gastone Moschin  Dominique Sanda  Enzo Tarascio,4473
  Drama  Thriller,36584,  assassination  paranoia  suspense  conspiracy,en, Magnolia Pictures,Interview with the Assassin,  Dylan Haggerty  Renee Faia  Dennis Lau  Raymond J. Barry  Kelsey Kemper,4474
  Horror  Drama  Thriller  Crime,13429,,en, Warp X  Madman Entertainment,Donkey Punch,  Nichola Burley  Sian Breckin  Jaime Winstone  Robert Boulter  Tom Burke,4475
  Horror  Mystery  Thriller,9022,  suicide attempt  gun  texas  mass murder  farm worker  planned murder  beauty  dying and death  fraud  plan  surprise  farm  victim of murder  conspiracy of murder  high school  murder  youth  beautiful girl  female corpse,en, Occupant Films,All the Boys Love Mandy Lane,  Amber Heard  Anson Mount  Michael Welch  Whitney Able  Edwin Hodge,4476
  Horror,22530,  vampire  daywalker,en, ],Bled,  Sarah Farooqui  Chris Ivan Cevic  Alex Petrovitch  Michele Morrow  Ivan L. Moody,4477
  Western,288,  gunslinger  showdown  fistfight  morality  u.s. marshal  battle  justice  one against many  quick draw  brawl  street shootout,en, United Artists  Stanley Kramer Productions,High Noon,  Gary Cooper  Grace Kelly  Thomas Mitchell  Lloyd Bridges  Katy Jurado,4478
  Documentary,14275,  chicago  sports team  ghetto  narration  college  sport  basketball  high school sports  independent film  inner city  high school student,en, Fine Line Features  Kartemquin Films,Hoop Dreams,  William Gates  Arthur Agee  Steve James,4479
  Documentary,2287,  street gang  hip-hop  dance  fight  breakdance  ghetto  musical  clowning  gang  los angeles,en, David LaChapelle Studios  HSI Productions  Darkfibre Entertainment Ltd.  Got Films,Rize,  Christopher Toler  Tommy the Clown  Miss Prissy  Dragon  Ceasare Willis,4480
  Drama,18734,  independent film,en, ],L.I.E.,  Paul Dano  Bruce Altman  Brian Cox  Billy Kay  James Costa,4481
  Mystery  Drama  Thriller,206197,  witch  woman director,en, ],The Sisterhood of Night,  Kara Hayward  Georgie Henley  Olivia DeJonge  Laura Fraser  Kal Penn,4482
  Crime  Drama  Music,26837,  dancing  hip-hop  b-girl  street dance  b-boying  b-girling  dance crew  woman director,en, Two Camels Films,B-Girl,  Julie 'Jules' Urich  Missy Yager  Wesley Jonathan  Drew Sidora  Aimee Garcia,4483
  Drama,7859,  date  ex-girlfriend  bicycle  crack  independent film,en, Thinkfilm  Hunting Lane Films  Journeyman Pictures  Original Media  Silverwood Films  Traction Media,Half Nelson,  Ryan Gosling  Jeff Lima  Shareeka Epps  Nathan Corbett  Tyra Kwao-Vovo,4484
  Drama,302579,  native american  racism  family  woman director,en, Red-horse Native,Naturally Native,  Valerie Red-Horse  Yvonne Russo  Irene Bedard  Kimberly Guerrero  Pato Hoffmann,4485
  Action  Comedy  Romance  Science Fiction  Thriller,51955,,en, ],Hav Plenty,  Christopher Scott Cherot  Chenoa Maxwell  Tammi Katherine Jones  Robinne Lee  Reginald James,4486
  Thriller  Crime  Drama,376004,,en, ],Adulterers,  Sean Faris  Danielle Savre  Mehcad Brooks  Stephanie Charles  Steffinnie Phrommany,4487
  Horror  Fantasy,158752,,en, Mankurt Media,Escape from Tomorrow,  Roy Abramsohn  Elena Schuber  Katelynn Rodriguez  Danielle Safady  Alison Lees-Taylor,4488
  Documentary  Foreign,40658,,en, ],Starsuckers,  Ellis Cashmore  Max Clifford  Richard Curtis  Josef d'Bache-Kane  Nick Davies,4489
  Documentary,296943,,en, ],The Hadza:  Last of the First,,4490
  Mystery  Thriller,118612,  coma  crash  accepting death,en, Seabourne Pictures  Quite Quick Productions,After,  Steven Strait  Karolina Wydra  Sandra Ellis Lafferty  Ric Reitz  Jackson Walker,4491
  Drama,138976,,en, ],Treachery,  Matthew Ziff  Michael Biehn  Sarah Butler  Caitlin Keats,4492
  Drama  Comedy,323967,  god  woman director,en, ],Walter,  Andrew J. West  Justin Kirk  Virginia Madsen  William H. Macy  Milo Ventimiglia,4493
  Comedy  Music  Romance,3080,  venice  dance  musical  tap dancing  stage show  fashion designer  mistaken identity  fashion  valet  rapier,en, RKO Radio Pictures,Top Hat,  Fred Astaire  Ginger Rogers  Edward Everett Horton  Helen Broderick  Erik Rhodes,4494
  Horror  Mystery,2667,  witch  voodoo  legend  sorcery  maryland  forest  footage  horror  true  student  lost  found footage  film,en, Artisan Entertainment  Haxan Films,The Blair Witch Project,  Michael C. Williams  Heather Donahue  Joshua Leonard  Bob Griffith  Jim King,4495
  History  Documentary  Music,9459,  hippie  free love  musical  music  woodstock  music festival  rock music  summer,en, Wadleigh-Maurice  Warner Bros.,Woodstock,  Joe Cocker  Richie Havens  Joan Baez  Arlo Guthrie  Ten Years After,4496
  Comedy,11598,  journalism  commercial  television  tv show  manipulation of the media  tv ratings  satire  television producer,en, Kentucky Fried Theatre,The Kentucky Fried Movie,  Evan C. Kim  Bong Soo Han  Marilyn Joi  Saul Kahan  Marcy Goldman,4497
  Action  Adventure  Drama,26916,  suspense,en, ],Mercy Streets,  Eric Roberts  David A.R. White  Cynthia Watros  Lawrence Taylor  Stacy Keach,4498
  Thriller  Mystery,181940,,en, The Picture Factory  B.Sting Entertainment,Carousel of Revenge,  Erik Allen  Randy Baranczyk  Chris Carlson  Ben Coler  Nancy Crocker,4499
  Drama,125263,,en, ],Broken Vessels,  Todd Field  Jason London  Roxana Zal  Susan Traylor  James Hong,4500
  Crime  Drama,263503,,en, ],Water & Power,  Enrique Murciano  Nicholas Gonzalez  Clancy Brown  Yvette Yates  Rafael Agustin,4501
  Music  Documentary,324322,  woman director,fr, Spring Films  Together Films  Mojo Musique,They Will Have to Kill Us First,  id: 1667099  credit_id: 57b3c415c3a368184a0003ac  guitar  {cast_id: 4  Nathanael Demb\u00e9l\u00e9,4502
,331493,,en, ],Light from the Darkroom,,4503
  Drama  Comedy,375950,  hospital  doctor,fr, France 2 Cin\u00e9ma  Le Pacte  31 Juin Films  Cinefrance  Les Films du Parc,The Country Doctor,  Fran\u00e7ois Cluzet  Marianne Denicourt  Isabelle Sadoyan  F\u00e9lix Moati  Christophe Odent,4504
  Thriller,278348,,en, ],The Maid's Room,  Paula Garc\u00e9s  Annabella Sciorra  Bill Camp  Philip Ettinger  Julio C. Pe\u00f1a,4505
  Comedy  Music,704,  adolescence  culture clash  press conference  behind the scenes  police chase  mockumentary  older man younger woman relationship  shaving  the beatles song  railway station  performer  psychotronic  generation gap  television director,en, Proscenium Films  Walter Shenson Films  Maljack Productions,A Hard Day's Night,  John Lennon  Paul McCartney  George Harrison  Ringo Starr  Wilfrid Brambell,4506
  Documentary,70875,  migration  immigration  agriculture  food  human rights  pesticide  environment  children's rights  migrant farmworker  labor  latino  child labor,en, ],The Harvest (La Cosecha),,4507
  Drama  Thriller,75986,  obsession  radio  nudity  letter  love  romance  lingerie  extramarital affair  woman director,en, New World Pictures  Millennium Films,Love Letters,  Jamie Lee Curtis  Bonnie Bartlett  Matt Clark  James Keach  Amy Madigan,4508
  Comedy  Drama,385636,  pornography  sex  love  teenager  death,sl, Perfo Production  Televizija Slovenija,Juliet and Alfa Romeo,  Dario No\u017ei\u0107 Serini  Jan Gerl Korenc  \u0160pela Colja  Katja \u0160kofi\u0107  Ana Dolinar,4509
  Drama,14438,  father son relationship  fire  firemen  christian  advice  marriage  faith  christian film  dysfunctional marriage  religious conversion  hospital,en, Carmel Entertainment  Provident Films  Samuel Goldwyn Films  Affirm Films  Sherwood Pictures,Fireproof,  Kirk Cameron  Erin Bethea  Ken Bevel  Stephen Dervan  Eric Young,4510
  Documentary  Drama,211086,  himalaya  hindu  pilgrimage  faith  hinduism  little boy  spirituality  new age  religion  orphan  india  religious  child abandonment  ganja  kumbh mela  ganga,hi, Jungle Book Entertainment,Faith Connections,  Bhole Baba  Hatha Yogi Baba  Pant Shirt Baba  Baby Bajrangi  Shriman Umeshanad Brahmachari,4511
  Adventure  Family  Romance,23069,  hostage  affection  rescue  dog  animal actor  benji,en, ],Benji,  Patsy Garrett  Allen Fiuzat  Cynthia Smith  Peter Breck  Frances Bavier,4512
  Drama  Thriller,83,  diving  cataclysm  nightmare  panic  red sea  primal fear  scuba diving  shark  scuba,en, Plunge Pictures LLC,Open Water,  Blanchard Ryan  Daniel Travis  Saul Stein  Michael E. Williamson  Christina Zenato,4513
  Comedy,89857,,en, ],High Road,  Kathryn Burns  Lizzy Caplan  Michael Coleman  Andrew Daly  Rich Fulcher,4514
  Horror  Science Fiction,30315,  hotel  small town  siege  independent film  corpse  tarantula  death  animal attack  spiders,en, Arachnid Productions Ltd.,Kingdom of the Spiders,  William Shatner  Tiffany Bolling  Woody Strode  Lieux Dressler  David McLean,4515
  Documentary  Family,14358,  competition  documentary  dance contest  ballroom dancing  kids  woman director,en, ],Mad Hot Ballroom,,4516
